Fault,MAP,TPS,Force,Power,RPM,Consumption L/H,Consumption L/100KM,Speed,CO,HC,CO2,O2,Lambda,AFR
0,3.396,1.655,864.675,9.336,1831.351,4.601,11.489,40.537,0.455,214.434,13.553,0.752,0.985,14.475
0,3.366,1.675,868.215,9.545,1895.795,4.648,11.535,40.472,0.452,212.18,13.523,0.748,0.977,14.368
0,3.407,1.665,848.412,9.845,1792.604,4.564,11.863,41.288,0.445,221.886,13.636,0.74,0.974,14.324
0,3.346,1.665,855.698,9.32,1795.531,4.807,11.944,39.65,0.438,228.66,13.899,0.761,1.022,15.026
0,3.427,1.675,868.232,8.991,1809.714,4.889,11.84,40.774,0.458,223.875,13.941,0.767,1.032,15.175
0,3.376,1.665,848.444,9.435,1813.993,4.964,11.958,39.828,0.453,221.129,13.866,0.777,1.041,15.301
0,3.315,1.675,836.611,9.388,1840.196,4.671,11.887,39.284,0.45,217.497,13.595,0.737,0.967,14.216
0,3.284,1.665,840.13,9.393,1840.046,4.649,12.169,40.429,0.451,216.127,13.571,0.768,1.007,14.801
0,3.254,1.675,856.408,9.619,1861.962,4.755,12.041,39.635,0.426,220.87,13.796,0.747,0.995,14.628
0,3.284,1.665,874.977,9.409,1890.334,4.624,11.896,38.884,0.463,212.237,13.462,0.784,1.019,14.977
0,3.295,1.675,856.792,9.685,1858.305,4.667,11.714,38.829,0.445,219.242,13.811,0.754,1.006,14.792
0,3.284,1.675,869.694,9.529,1869.092,4.551,11.455,41.176,0.451,223.426,13.955,0.741,0.998,14.673
0,3.284,1.665,878.173,9.48,1863.753,4.816,11.734,40.466,0.455,221.217,13.749,0.767,1.018,14.963
0,3.233,1.675,878.062,9.119,1796.973,4.658,11.349,39.049,0.455,222.064,13.654,0.764,1.008,14.816
0,3.213,1.665,834.374,9.501,1833.466,4.739,11.865,39.459,0.459,224.042,13.73,0.762,1.01,14.848
0,3.233,1.686,834.64,9.563,1847.117,4.604,11.767,40.57,0.43,225.636,14.007,0.774,1.047,15.39
0,3.193,1.665,879.205,9.551,1791.808,4.786,11.952,39.591,0.467,221.127,13.64,0.759,0.999,14.69
0,3.203,1.675,850.593,8.982,1832.235,4.875,11.713,40.657,0.457,224.612,14.073,0.759,1.032,15.169
0,3.172,1.675,849.295,9.288,1810.484,4.699,11.521,39.986,0.454,219.132,13.708,0.751,0.994,14.611
0,3.152,1.686,878.603,9.244,1852.842,4.589,11.921,40.219,0.46,219.261,14.091,0.778,1.059,15.568
0,3.193,1.696,860.027,9.331,1864.414,4.695,12.152,40.846,0.433,218.672,13.523,0.769,1.005,14.767
0,3.172,1.686,880.602,9.569,1817.68,4.603,11.636,40.765,0.454,219.835,13.803,0.797,1.063,15.628
0,3.244,1.706,861.0,9.374,1907.356,4.755,12.027,40.007,0.442,214.644,13.559,0.755,0.989,14.535
0,3.244,1.686,869.036,9.595,1823.372,4.545,11.673,40.386,0.47,217.663,14.198,0.747,1.025,15.063
0,3.274,1.655,887.554,9.48,1887.258,4.859,11.711,39.103,0.445,213.29,13.827,0.756,1.01,14.84
0,3.264,1.665,838.751,9.661,1889.547,4.65,11.711,39.812,0.444,215.107,14.499,0.769,1.076,15.824
0,3.264,1.686,840.887,9.663,1903.472,4.67,11.878,41.209,0.452,217.507,13.811,0.768,1.025,15.063
0,3.325,1.675,854.162,9.353,1836.345,4.82,11.775,41.579,0.439,223.214,13.821,0.785,1.047,15.396
0,3.315,1.675,852.572,9.564,1890.468,4.844,11.856,40.174,0.464,218.269,13.827,0.776,1.036,15.227
0,3.356,1.686,877.531,9.753,1865.285,4.609,11.836,39.602,0.458,218.601,13.561,0.753,0.987,14.504
0,3.366,1.665,842.316,9.562,1847.985,4.593,12.152,39.227,0.441,221.939,13.802,0.759,1.011,14.864
0,3.427,1.686,862.126,9.379,1848.955,4.782,11.538,39.413,0.44,221.866,14.247,0.728,1.002,14.728
0,3.447,1.655,857.265,9.557,1821.788,4.734,11.824,39.298,0.452,214.659,13.827,0.768,1.025,15.074
0,3.407,1.675,842.412,9.366,1827.336,4.793,11.999,39.294,0.436,222.24,14.051,0.765,1.038,15.262
0,3.396,1.665,827.416,9.775,1831.22,4.662,11.88,40.444,0.447,217.447,13.822,0.75,1.001,14.717
0,3.417,1.675,866.586,9.654,1799.727,4.766,11.23,41.756,0.447,221.2,13.845,0.78,1.043,15.332
0,3.407,1.675,867.312,9.159,1873.931,4.566,11.933,39.695,0.454,217.973,13.7,0.762,1.008,14.814
0,3.376,1.675,861.418,9.487,1905.163,4.741,11.762,40.066,0.435,218.615,13.409,0.747,0.968,14.23
0,3.325,1.675,903.367,9.538,1805.174,4.839,11.857,39.679,0.459,222.708,14.293,0.743,1.026,15.076
0,3.284,1.665,843.763,9.363,1819.521,4.653,11.642,40.314,0.457,220.53,14.132,0.733,1.0,14.706
0,3.264,1.675,845.955,9.4,1876.226,4.558,11.747,40.985,0.451,212.898,13.92,0.743,0.999,14.69
0,3.264,1.655,877.282,9.252,1897.295,4.564,12.19,41.267,0.449,215.899,13.891,0.766,1.028,15.111
0,3.325,1.675,848.415,9.609,1750.12,4.718,11.324,39.465,0.456,216.205,13.744,0.734,0.974,14.317
0,3.284,1.665,839.742,9.299,1844.69,4.689,11.631,39.511,0.459,222.307,14.257,0.774,1.066,15.672
0,3.284,1.675,876.324,9.52,1860.256,4.607,11.691,40.079,0.441,217.573,13.951,0.778,1.048,15.404
0,3.284,1.675,877.579,9.724,1885.701,4.677,11.786,40.037,0.446,218.069,13.683,0.798,1.055,15.503
0,3.223,1.675,867.122,9.227,1849.513,4.619,12.057,40.759,0.457,216.751,13.983,0.771,1.042,15.313
0,3.223,1.686,881.383,9.558,1900.567,4.723,11.844,39.087,0.446,226.247,13.871,0.753,1.009,14.838
0,3.193,1.665,863.482,9.553,1848.149,4.613,11.944,39.201,0.44,219.142,13.783,0.767,1.021,15.01
0,3.193,1.686,859.335,9.705,1832.783,4.708,11.076,40.304,0.424,222.54,13.436,0.735,0.954,14.021
0,3.193,1.675,882.41,9.679,1894.042,4.623,11.916,40.743,0.451,221.495,13.707,0.78,1.033,15.181
0,3.172,1.696,882.826,9.821,1832.208,4.514,11.868,38.766,0.437,225.62,13.876,0.772,1.035,15.212
0,3.183,1.686,875.941,9.742,1825.042,4.659,11.746,40.469,0.447,218.414,13.408,0.724,0.938,13.783
0,3.203,1.686,846.032,9.629,1919.461,4.707,11.851,40.382,0.435,223.999,13.609,0.752,0.989,14.539
0,3.244,1.696,830.946,9.343,1884.385,4.636,11.686,40.356,0.454,223.284,13.716,0.783,1.037,15.24
0,3.244,1.696,853.822,9.867,1836.879,4.748,11.504,40.243,0.443,220.548,14.031,0.779,1.056,15.52
0,3.284,1.675,857.875,9.472,1886.007,4.78,12.081,39.928,0.448,224.072,13.33,0.737,0.948,13.943
0,3.254,1.655,876.023,9.46,1914.316,4.685,11.654,40.225,0.453,227.418,13.695,0.773,1.023,15.038
0,3.295,1.686,857.298,9.648,1898.671,4.608,11.65,38.972,0.444,212.498,13.889,0.744,0.998,14.666
0,3.295,1.655,834.756,9.437,1898.857,4.647,11.753,41.43,0.451,218.44,13.647,0.769,1.014,14.903
0,3.325,1.675,869.366,9.283,1860.91,4.774,12.111,40.187,0.454,225.474,13.75,0.763,1.014,14.901
0,3.325,1.665,882.301,9.529,1881.555,4.604,11.92,40.343,0.452,223.077,14.278,0.773,1.066,15.671
0,3.356,1.675,867.214,9.701,1868.542,4.573,11.695,39.979,0.445,220.986,13.838,0.795,1.063,15.628
0,3.407,1.665,837.81,9.528,1862.386,4.82,11.591,41.32,0.443,221.661,14.337,0.736,1.019,14.986
0,3.447,1.675,862.239,9.818,1915.295,4.561,11.697,40.172,0.442,226.131,13.807,0.745,0.994,14.608
0,3.447,1.665,870.131,9.559,1836.229,4.72,11.732,40.345,0.439,222.899,14.206,0.759,1.041,15.305
0,3.366,1.675,841.509,9.226,1874.517,4.712,11.821,39.468,0.45,214.734,13.401,0.771,0.998,14.674
0,3.427,1.675,848.811,9.628,1841.25,4.758,11.664,39.726,0.444,207.94,13.912,0.745,1.001,14.717
0,3.407,1.655,834.531,9.388,1773.768,4.614,11.617,39.102,0.448,215.78,13.828,0.772,1.031,15.16
0,3.396,1.675,879.103,10.003,1847.024,4.597,11.834,41.102,0.452,217.214,13.973,0.762,1.029,15.121
0,3.335,1.645,852.861,9.995,1891.247,4.547,12.04,38.362,0.462,219.772,14.054,0.772,1.048,15.404
0,3.325,1.675,884.925,9.295,1863.901,4.609,12.13,40.301,0.467,223.756,13.812,0.764,1.02,14.989
0,3.274,1.665,875.013,9.54,1887.435,4.746,11.72,40.379,0.454,212.086,14.079,0.781,1.061,15.602
0,3.254,1.675,863.572,9.602,1849.266,4.689,11.927,41.116,0.448,218.454,14.156,0.741,1.014,14.9
0,3.315,1.675,837.936,9.464,1886.16,4.692,11.808,40.291,0.434,217.679,13.921,0.752,1.011,14.862
0,3.295,1.655,868.954,9.773,1859.506,4.812,11.885,39.601,0.455,215.255,13.76,0.735,0.976,14.352
0,3.305,1.675,866.694,9.442,1902.818,4.622,11.797,39.482,0.454,219.901,13.123,0.744,0.943,13.868
0,3.264,1.665,861.517,9.559,1818.732,4.531,11.55,40.399,0.44,227.235,14.112,0.748,1.02,14.987
0,3.264,1.675,864.688,9.822,1867.761,4.836,11.597,38.907,0.445,222.963,14.311,0.757,1.046,15.382
0,3.223,1.655,860.779,10.023,1918.52,4.708,11.522,40.432,0.446,214.547,13.623,0.749,0.986,14.497
0,3.213,1.675,846.365,9.141,1849.706,4.701,11.649,40.39,0.448,231.4,13.868,0.766,1.026,15.084
0,3.203,1.675,858.619,9.625,1828.951,4.547,11.571,40.187,0.441,220.67,14.314,0.776,1.073,15.77
0,3.203,1.675,866.861,9.418,1886.856,4.681,11.578,41.045,0.455,215.6,13.946,0.771,1.038,15.261
0,3.183,1.686,842.345,9.557,1898.024,4.669,11.997,39.097,0.457,218.705,14.218,0.778,1.068,15.705
0,3.152,1.675,874.67,9.41,1825.567,4.809,11.804,41.157,0.463,222.538,14.042,0.752,1.02,14.997
0,3.183,1.696,853.579,9.415,1809.23,4.826,11.609,39.788,0.454,219.082,14.014,0.756,1.024,15.046
0,3.223,1.675,877.135,9.8,1864.0,4.688,11.856,40.058,0.45,221.239,13.455,0.77,1.001,14.709
0,3.254,1.706,877.506,9.746,1856.287,4.825,12.014,39.417,0.449,218.307,13.723,0.747,0.989,14.546
0,3.264,1.686,847.096,9.492,1850.398,4.701,11.783,39.869,0.457,223.233,13.677,0.766,1.011,14.869
0,3.295,1.635,861.76,9.554,1847.101,4.672,11.684,40.188,0.449,221.352,13.873,0.759,1.017,14.952
0,3.274,1.665,863.933,9.468,1823.107,4.697,11.892,39.493,0.454,227.5,14.09,0.74,1.008,14.811
0,3.284,1.665,851.533,9.665,1815.338,4.661,11.704,40.265,0.449,219.667,13.784,0.782,1.041,15.3
0,3.315,1.675,880.069,9.51,1857.599,4.774,11.586,40.001,0.453,220.327,13.307,0.775,0.997,14.649
0,3.335,1.675,866.259,9.553,1843.725,4.701,11.6,38.965,0.444,219.517,13.558,0.761,0.996,14.647
0,3.396,1.686,899.362,9.517,1790.632,4.591,11.791,39.83,0.446,214.024,13.675,0.767,1.013,14.89
0,3.427,1.665,856.854,9.291,1850.551,4.711,11.91,40.084,0.459,221.973,13.467,0.759,0.987,14.51
0,3.447,1.686,825.832,9.909,1896.31,4.624,11.356,40.135,0.448,220.818,13.735,0.734,0.974,14.319
0,3.386,1.665,865.36,9.476,1886.446,4.7,12.079,40.122,0.455,226.818,13.842,0.761,1.018,14.963
0,3.407,1.686,861.645,9.488,1794.092,4.85,11.413,40.026,0.448,219.19,13.405,0.77,0.996,14.647
0,3.396,1.665,847.011,9.421,1885.796,4.683,11.54,40.218,0.433,223.568,13.83,0.741,0.99,14.546
0,3.386,1.675,870.504,9.63,1809.758,4.813,11.971,40.224,0.439,224.308,13.76,0.772,1.026,15.082
0,3.407,1.665,849.903,9.403,1892.886,4.806,11.464,39.15,0.445,216.076,13.767,0.775,1.03,15.141
0,3.356,1.675,868.206,9.477,1854.062,4.749,11.882,40.255,0.448,225.811,14.373,0.774,1.074,15.791
0,3.305,1.675,869.461,9.575,1824.466,4.541,11.879,39.663,0.429,221.918,13.59,0.775,1.018,14.957
0,3.274,1.665,869.646,9.54,1827.924,4.722,11.863,39.195,0.449,217.35,13.946,0.749,1.008,14.823
0,3.284,1.675,825.179,9.416,1796.991,4.791,11.67,38.688,0.447,219.521,13.791,0.751,1.001,14.712
0,3.244,1.665,847.208,9.58,1848.828,4.572,11.516,40.188,0.439,217.951,13.907,0.745,1.0,14.702
0,3.305,1.675,865.676,9.566,1882.579,4.69,11.626,38.954,0.438,220.047,13.567,0.748,0.98,14.405
0,3.284,1.665,853.501,9.396,1849.543,4.587,11.661,40.663,0.458,222.731,13.833,0.739,0.987,14.515
0,3.244,1.675,895.258,9.775,1852.552,4.699,11.681,39.203,0.452,219.974,14.069,0.766,1.041,15.298
0,3.254,1.686,856.372,9.367,1882.074,4.762,11.945,40.598,0.455,217.674,14.062,0.741,1.006,14.787
0,3.213,1.675,865.603,9.345,1880.32,4.588,11.968,40.505,0.46,215.137,13.697,0.777,1.028,15.119
0,3.213,1.686,877.986,9.623,1855.525,4.856,11.706,41.029,0.454,220.244,13.729,0.784,1.04,15.284
0,3.193,1.665,853.191,9.641,1803.17,4.749,11.399,38.424,0.448,214.608,13.956,0.8,1.078,15.847
0,3.193,1.675,849.92,9.732,1914.53,4.618,11.891,39.065,0.443,223.062,13.947,0.782,1.053,15.484
0,3.152,1.675,839.071,9.507,1813.811,4.707,11.594,38.868,0.451,215.178,13.651,0.77,1.016,14.932
0,3.183,1.686,844.658,9.414,1794.304,4.64,11.823,39.487,0.443,217.332,13.477,0.792,1.031,15.153
0,3.193,1.686,894.088,9.486,1880.991,4.679,11.949,39.549,0.445,214.244,13.931,0.764,1.028,15.116
0,3.203,1.686,838.695,9.425,1871.654,4.692,11.597,40.075,0.449,220.807,13.817,0.747,0.996,14.648
0,3.274,1.706,848.958,9.394,1882.211,4.68,11.832,40.192,0.443,218.612,13.801,0.744,0.992,14.576
0,3.254,1.696,877.148,9.419,1851.854,4.667,11.996,40.82,0.443,220.791,14.101,0.777,1.058,15.547
0,3.264,1.675,850.532,9.35,1864.936,4.731,11.582,39.797,0.445,223.864,13.346,0.756,0.974,14.325
0,3.264,1.655,873.02,9.498,1920.488,4.673,11.711,40.986,0.46,221.55,13.837,0.739,0.987,14.511
0,3.284,1.686,883.816,9.287,1843.341,4.665,12.018,40.225,0.452,219.21,13.318,0.748,0.963,14.151
0,3.305,1.665,845.555,9.554,1915.369,4.821,11.733,39.775,0.462,223.864,13.715,0.761,1.008,14.82
0,3.335,1.686,875.371,9.532,1872.043,4.652,11.607,40.122,0.453,217.682,13.807,0.764,1.018,14.968
0,3.386,1.675,838.602,9.705,1797.32,4.642,11.724,39.399,0.454,221.453,14.349,0.755,1.047,15.392
0,3.427,1.686,839.363,9.495,1880.115,4.725,11.678,40.856,0.455,217.591,13.964,0.768,1.036,15.225
0,3.447,1.675,843.243,9.361,1895.845,4.862,11.687,40.55,0.441,220.705,14.034,0.753,1.021,15.002
0,3.376,1.686,860.426,9.458,1916.576,4.718,11.675,40.362,0.439,223.913,13.953,0.749,1.009,14.83
0,3.407,1.686,862.095,9.267,1894.746,4.608,11.538,39.771,0.447,217.569,13.538,0.758,0.991,14.572
0,3.366,1.675,852.696,9.342,1829.384,4.584,11.468,39.211,0.464,220.158,13.75,0.784,1.041,15.297
0,3.386,1.686,866.883,9.384,1870.396,4.804,12.038,38.845,0.465,223.936,13.644,0.748,0.986,14.492
0,3.407,1.665,858.86,9.677,1868.065,4.686,12.008,39.471,0.438,229.352,13.34,0.745,0.96,14.11
0,3.356,1.686,844.031,9.498,1850.839,4.622,11.998,39.287,0.468,221.226,13.778,0.773,1.028,15.114
0,3.305,1.655,819.387,9.366,1840.401,4.656,11.755,38.953,0.459,221.673,13.883,0.745,0.999,14.68
0,3.274,1.675,847.145,9.461,1853.779,4.709,11.73,40.731,0.448,218.113,14.133,0.747,1.02,14.988
0,3.254,1.655,858.322,9.314,1861.995,4.888,11.756,40.83,0.427,215.011,13.67,0.759,1.002,14.725
0,3.305,1.686,875.781,9.394,1831.533,4.562,11.966,40.228,0.439,222.737,14.212,0.789,1.083,15.923
0,3.284,1.665,826.636,9.326,1848.716,4.835,11.808,40.281,0.448,223.337,13.728,0.754,1.0,14.704
0,3.284,1.675,847.799,9.518,1879.864,4.679,11.742,39.19,0.451,225.238,13.719,0.778,1.031,15.152
0,3.274,1.675,854.079,9.375,1838.695,4.731,11.62,39.464,0.444,216.989,14.065,0.744,1.011,14.86
0,3.213,1.675,863.469,9.634,1882.482,4.814,11.534,40.252,0.455,219.291,13.808,0.776,1.035,15.207
0,3.233,1.675,838.378,9.53,1840.696,4.816,11.957,39.59,0.459,226.027,13.963,0.76,1.024,15.059
0,3.162,1.665,847.97,9.494,1889.675,4.802,11.688,40.662,0.454,217.007,13.657,0.766,1.011,14.862
0,3.203,1.686,857.724,9.682,1866.025,4.72,11.45,40.237,0.464,225.091,13.917,0.747,1.004,14.758
0,3.223,1.675,852.284,9.745,1838.863,4.632,11.723,39.78,0.45,221.193,13.921,0.773,1.039,15.272
0,3.172,1.686,845.948,9.49,1863.361,4.851,11.59,39.223,0.444,219.061,13.904,0.765,1.028,15.108
0,3.183,1.686,845.726,9.507,1873.461,4.757,11.465,40.657,0.457,219.516,14.026,0.77,1.043,15.326
0,3.183,1.686,827.235,9.482,1753.317,4.666,11.596,38.663,0.443,218.818,13.577,0.79,1.036,15.224
0,3.213,1.696,843.88,9.2,1924.931,4.646,11.31,38.43,0.445,224.285,14.108,0.764,1.041,15.303
0,3.233,1.686,864.228,9.469,1929.666,4.559,11.66,39.34,0.437,218.144,14.117,0.745,1.016,14.93
0,3.274,1.706,866.021,9.109,1874.722,4.694,11.947,39.57,0.446,213.367,14.027,0.772,1.045,15.369
0,3.233,1.655,890.206,9.222,1926.601,4.697,11.575,39.653,0.447,224.032,13.654,0.781,1.03,15.148
0,3.274,1.675,889.868,9.572,1816.038,4.793,11.176,40.754,0.44,216.526,14.176,0.782,1.071,15.746
0,3.284,1.665,865.319,9.408,1809.767,4.83,11.993,39.264,0.435,211.0,13.663,0.752,0.992,14.582
0,3.325,1.686,870.746,9.389,1824.839,4.63,12.017,41.416,0.427,216.823,14.179,0.755,1.033,15.191
0,3.325,1.665,852.589,9.691,1869.923,4.735,11.546,39.619,0.448,213.743,13.81,0.763,1.017,14.951
0,3.356,1.675,833.645,9.358,1831.24,4.697,11.755,40.955,0.45,224.381,13.933,0.758,1.02,14.99
0,3.407,1.675,816.196,9.449,1836.337,4.704,11.831,41.168,0.45,216.88,13.927,0.769,1.034,15.206
0,3.447,1.675,872.065,9.531,1840.586,4.783,11.918,39.961,0.452,217.39,13.817,0.78,1.041,15.3
0,3.437,1.675,871.75,9.824,1856.444,4.772,11.682,40.269,0.464,221.91,13.806,0.782,1.042,15.323
0,3.376,1.665,863.069,9.172,1821.262,4.795,11.821,39.415,0.454,222.417,14.076,0.792,1.077,15.836
0,3.427,1.675,878.622,9.445,1834.084,4.583,11.748,40.909,0.451,221.902,13.699,0.762,1.008,14.818
0,3.396,1.665,856.001,9.111,1859.353,4.692,11.918,39.842,0.449,224.157,14.055,0.775,1.053,15.473
0,3.407,1.675,878.427,9.851,1862.926,4.72,11.907,39.916,0.454,223.738,13.094,0.783,0.99,14.56
0,3.356,1.665,896.28,9.752,1919.065,4.841,11.848,40.6,0.438,218.523,13.267,0.752,0.963,14.158
0,3.315,1.675,849.713,9.516,1903.291,4.826,11.738,39.601,0.459,219.353,13.303,0.774,0.994,14.617
0,3.295,1.665,849.151,9.235,1943.088,4.697,11.716,40.861,0.44,214.547,13.541,0.747,0.977,14.356
0,3.244,1.675,849.672,9.606,1860.149,4.71,11.897,39.563,0.454,224.902,13.745,0.756,1.004,14.762
0,3.315,1.675,873.279,9.448,1840.929,4.77,11.25,40.313,0.472,227.326,14.226,0.751,1.032,15.175
0,3.295,1.665,880.842,9.233,1895.693,4.676,11.881,39.787,0.432,220.448,13.923,0.779,1.047,15.395
0,3.295,1.675,843.665,9.573,1871.248,4.855,11.785,39.254,0.448,219.008,13.733,0.761,1.01,14.842
0,3.284,1.655,870.785,9.559,1835.669,4.611,12.124,39.488,0.46,215.979,13.465,0.768,0.999,14.691
0,3.254,1.675,858.636,9.611,1845.631,4.74,11.686,39.706,0.45,224.133,13.864,0.749,1.004,14.753
0,3.223,1.675,873.402,9.205,1816.87,4.68,11.746,40.203,0.453,220.319,14.323,0.754,1.043,15.328
0,3.213,1.686,864.836,9.48,1778.692,4.852,11.652,40.411,0.441,215.537,13.63,0.776,1.022,15.027
0,3.203,1.686,839.133,9.504,1844.469,4.478,11.535,38.434,0.473,226.256,13.737,0.754,1.0,14.7
0,3.172,1.675,894.256,9.568,1905.366,4.6,11.839,39.726,0.469,226.535,14.514,0.775,1.086,15.969
0,3.203,1.686,854.316,9.362,1897.959,4.662,11.86,39.855,0.458,221.053,13.726,0.771,1.023,15.032
0,3.172,1.686,855.214,9.46,1852.083,4.663,11.485,40.655,0.461,222.153,13.473,0.784,1.02,14.995
0,3.203,1.696,843.497,9.578,1901.228,4.584,11.175,41.302,0.449,221.569,13.918,0.793,1.065,15.662
0,3.233,1.675,882.753,9.699,1868.751,4.974,11.709,39.945,0.442,224.397,13.801,0.746,0.994,14.611
0,3.254,1.706,876.928,9.527,1854.437,4.58,11.628,39.632,0.449,217.284,13.817,0.757,1.011,14.856
0,3.284,1.329,825.918,9.536,1875.848,4.508,11.963,41.288,0.446,218.296,14.045,0.77,1.045,15.36
0,3.274,1.675,853.829,9.377,1781.662,4.706,11.862,40.649,0.447,225.573,13.922,0.745,1.002,14.725
0,3.284,1.675,848.096,9.517,1846.554,4.634,11.929,40.501,0.464,215.245,13.632,0.739,0.973,14.303
0,3.295,1.675,870.093,9.493,1857.544,4.728,11.628,40.457,0.444,226.494,13.471,0.747,0.972,14.292
0,3.335,1.675,868.776,9.375,1873.097,4.801,12.252,40.562,0.45,210.412,13.625,0.765,1.007,14.804
0,3.325,1.675,872.106,9.566,1893.843,4.715,11.569,39.331,0.46,222.403,13.851,0.745,0.997,14.649
0,3.356,1.675,840.769,9.438,1847.315,4.52,11.745,41.185,0.476,214.923,14.013,0.768,1.039,15.278
0,3.386,1.665,872.552,9.475,1869.844,4.632,11.368,39.586,0.467,214.602,13.886,0.756,1.013,14.898
0,3.447,1.675,843.907,9.354,1919.802,4.799,12.038,40.57,0.451,215.557,14.302,0.752,1.039,15.269
0,3.458,1.665,870.508,9.339,1873.866,4.838,11.763,38.366,0.452,219.089,13.416,0.761,0.986,14.49
0,3.407,1.675,864.483,9.448,1836.746,4.668,11.265,39.244,0.431,225.036,13.997,0.744,1.006,14.793
0,3.386,1.655,860.055,9.837,1911.486,4.725,11.726,40.824,0.442,216.486,13.934,0.78,1.049,15.425
0,3.447,1.675,865.865,9.484,1858.343,4.793,12.051,40.589,0.449,220.41,13.644,0.757,0.998,14.67
0,3.407,1.665,897.234,9.648,1866.59,4.804,11.652,40.17,0.448,221.069,13.218,0.758,0.967,14.216
0,3.366,1.675,857.809,9.88,1902.24,4.74,12.146,40.91,0.447,210.857,13.864,0.765,1.025,15.061
0,3.335,1.665,876.153,9.367,1883.517,4.662,11.679,40.377,0.448,221.739,13.591,0.772,1.013,14.889
0,3.305,1.665,868.223,9.382,1858.806,4.71,11.955,41.758,0.443,230.681,13.862,0.765,1.025,15.065
0,3.244,1.665,853.604,9.396,1812.569,4.559,11.901,40.821,0.462,217.921,13.519,0.746,0.974,14.315
0,3.295,1.655,863.164,9.598,1852.181,4.761,11.834,39.635,0.479,223.218,13.571,0.757,0.992,14.582
0,3.325,1.675,881.101,9.365,1871.728,4.611,11.376,39.577,0.44,221.777,14.135,0.778,1.062,15.618
0,3.315,1.665,868.88,9.622,1822.675,4.957,11.868,39.279,0.447,223.528,14.277,0.76,1.047,15.397
0,3.284,1.675,853.729,9.626,1841.388,4.589,11.254,39.903,0.444,234.126,13.901,0.74,0.994,14.61
0,3.274,1.675,879.63,9.323,1909.134,4.732,11.38,38.987,0.445,225.116,13.729,0.74,0.982,14.43
0,3.244,1.675,852.018,9.094,1863.788,4.798,11.769,40.181,0.454,226.814,13.896,0.739,0.992,14.583
0,3.233,1.686,853.473,9.48,1859.365,4.806,12.033,41.432,0.453,217.1,13.998,0.764,1.033,15.18
0,3.203,1.665,851.952,9.302,1863.857,4.699,11.637,40.701,0.443,219.142,13.479,0.761,0.991,14.564
0,3.213,1.686,869.763,9.408,1887.377,4.549,11.667,39.737,0.465,217.702,13.359,0.77,0.993,14.597
0,3.203,1.675,869.641,9.522,1873.37,4.694,11.86,40.335,0.456,217.494,13.412,0.752,0.974,14.321
0,3.172,1.686,850.895,9.487,1910.513,4.637,11.817,40.852,0.444,220.973,13.326,0.757,0.975,14.328
0,3.193,1.686,894.984,9.854,1799.949,4.58,11.789,39.858,0.451,213.191,14.032,0.763,1.034,15.2
0,3.193,1.686,856.085,9.352,1905.842,4.602,11.625,40.053,0.459,228.054,14.363,0.763,1.058,15.55
0,3.244,1.696,854.648,9.538,1877.632,4.623,11.465,39.751,0.453,222.771,14.016,0.78,1.056,15.527
0,3.244,1.686,844.706,9.199,1813.031,4.838,11.567,40.615,0.456,214.35,13.584,0.758,0.995,14.627
0,3.295,1.706,839.954,9.552,1898.581,4.666,11.616,40.52,0.459,220.806,13.979,0.721,0.974,14.313
0,3.274,1.645,854.456,9.573,1890.572,4.945,11.746,39.044,0.462,219.672,13.584,0.768,1.007,14.805
0,3.284,1.675,859.9,9.626,1873.549,4.841,11.731,40.856,0.454,221.842,13.835,0.797,1.065,15.658
0,3.325,1.665,862.496,9.011,1863.276,4.737,11.345,39.536,0.455,222.316,13.842,0.742,0.992,14.586
0,3.325,1.686,866.244,9.562,1822.069,4.755,11.662,40.067,0.454,226.667,13.928,0.757,1.019,14.975
0,3.376,1.675,874.479,9.499,1835.327,4.617,12.168,40.593,0.434,223.124,14.174,0.757,1.037,15.239
0,3.407,1.675,862.014,9.421,1830.405,4.801,12.155,40.522,0.45,218.742,14.133,0.77,1.051,15.451
0,3.447,1.675,859.553,9.654,1821.215,4.667,11.741,39.993,0.436,217.976,13.341,0.772,0.995,14.632
0,3.427,1.665,851.628,9.365,1895.437,4.591,11.486,39.255,0.448,218.207,13.854,0.743,0.994,14.611
0,3.386,1.675,826.618,9.314,1912.841,4.569,12.01,40.566,0.444,218.961,13.732,0.728,0.966,14.196
0,3.407,1.655,892.072,9.818,1845.641,4.526,11.868,40.301,0.449,217.461,13.66,0.781,1.03,15.144
0,3.386,1.675,854.118,9.231,1834.475,4.879,11.58,39.594,0.468,221.453,14.133,0.755,1.031,15.16
0,3.407,1.655,865.557,9.455,1834.234,4.719,11.869,39.792,0.439,210.227,14.23,0.752,1.034,15.194
0,3.376,1.675,836.146,9.624,1890.43,4.738,11.984,40.975,0.454,211.152,13.605,0.748,0.983,14.449
0,3.346,1.665,866.24,9.466,1893.974,4.769,11.62,39.259,0.445,223.191,13.461,0.762,0.991,14.57
0,3.274,1.675,850.9,9.694,1844.519,4.688,11.355,39.434,0.455,216.531,13.562,0.751,0.984,14.458
0,3.284,1.665,894.872,9.457,1835.272,4.862,11.803,41.83,0.434,223.898,13.89,0.749,1.005,14.777
0,3.264,1.665,888.23,9.806,1769.19,4.649,11.519,39.988,0.438,217.707,13.618,0.75,0.987,14.51
0,3.284,1.675,879.578,9.57,1811.925,4.573,11.907,40.684,0.458,219.681,13.875,0.776,1.04,15.291
